"chrom","start","end","GeneCount","unlist(genhits)","CHR","BP","P"
"chr9",90601450,90642850,1,"Zm00001d046454","chr9",90622486,0.000542612329168246
"chr3",201737550,201756750,1,"Zm00001d043494","chr3",201751696,0.000543410176574286
"chr2",165393150,165408850,2,"Zm00001d005240;Zm00001d005241","chr2",165407826,0.000544368157937424
"chr1",67118250,67179550,0,"","chr1",67121186,0.000546170956450182
"chr7",4708550,4768450,2,"Zm00001d018769;Zm00001d018770","chr7",4766806,0.000546945319598752
"chr4",112658150,112896150,2,"Zm00001d050658;Zm00001d050660","chr4",112870576,0.000552245399634842
"chr9",46852950,46893950,0,"","chr9",46871466,0.000556013392846613
"chr10",57240850,57649550,1,"Zm00001d024220","chr10",57648980,0.000562333005981088
"chr4",6177450,6222050,2,"Zm00001d048839;Zm00001d048840","chr4",6177933,0.000565399005159156
"chr3",156423150,156512350,1,"Zm00001d042216","chr3",156423176,0.000566140917197292
"chr3",193875650,193920850,1,"Zm00001d043270","chr3",193918505,0.000567036106303658
"chr1",233881650,233907750,3,"Zm00001d032677;Zm00001d032678;Zm00001d032679","chr1",233906408,0.000567345386665271
"chr3",106966550,107030450,0,"","chr3",107030209,0.000567924563398591
"chr10",130728250,130741150,1,"Zm00001d025823","chr10",130739137,0.00057110833090751
"chr3",12763450,12780450,2,"Zm00001d039711;Zm00001d039712","chr3",12763520,0.000572583501763245
"chr3",200447150,200451950,2,"Zm00001d043451;Zm00001d043452","chr3",200450402,0.000577331734612318
"chr5",104508750,104612550,0,"","chr5",104529882,0.000577457499353322
"chr9",35425350,35521350,0,"","chr9",35487804,0.000578095504317335
"chr2",147141850,147166150,0,"","chr2",147153215,0.000582591610961934
"chr7",103977050,104008850,1,"Zm00001d020280","chr7",103977852,0.0005864563405713
"chr1",172838650,172901150,3,"Zm00001d031002;Zm00001d031003;Zm00001d031004","chr1",172839045,0.000586679789218838
"chr3",160560350,160564550,1,"Zm00001d042314","chr3",160563414,0.000587207987258731
"chr3",227285250,227288950,0,"","chr3",227286539,0.000588219125805719
"chr7",34350150,34380850,2,"Zm00001d019450;Zm00001d019451","chr7",34350434,0.000591324773948222
"chr3",82716850,82989850,0,"","chr3",82745703,0.000593922608596348
"chr4",206118550,206271250,2,"Zm00001d052953;Zm00001d052955","chr4",206260419,0.000596633887822225
"chr9",12414250,12436750,1,"Zm00001d045097","chr9",12433325,0.000600402887293918
"chr4",17388150,17467150,0,"","chr4",17453733,0.000602262525765129
"chr3",134445150,134515750,1,"Zm00001d041710","chr3",134445298,0.000606099464115669
"chr5",109857050,110250450,4,"Zm00001d015706;Zm00001d015707;Zm00001d015709;Zm00001d015711","chr5",109861916,0.00060740481013691
"chr5",184657950,184703350,2,"Zm00001d017079;Zm00001d017081","chr5",184703170,0.000607838371972654
"chr5",79814150,79865050,1,"Zm00001d015215","chr5",79823993,0.000612987924354534
"chr3",187826150,187829150,1,"Zm00001d043059","chr3",187828579,0.000613488629331283
"chr3",82404150,82463050,1,"Zm00001d040954","chr3",82453605,0.000619412535889851
"chr3",82259550,82321350,0,"","chr3",82270474,0.000620521882891483
"chr3",213855950,213875750,0,"","chr3",213874727,0.000621434222054929
"chr4",234339050,234358250,1,"Zm00001d053563","chr4",234358075,0.000629646784501042
"chr5",201856150,201899550,1,"Zm00001d017618","chr5",201876508,0.000630959345357744
"chr3",83811950,83919550,0,"","chr3",83811965,0.000634265364725551
"chr1",43914050,44005650,1,"Zm00001d028712","chr1",43914324,0.000635753734123723
"chr7",59214650,59240850,0,"","chr7",59239238,0.000639904538420107
"chr5",36526850,36556450,2,"Zm00001d014204;Zm00001d014205","chr5",36530767,0.000640533261768848
"chr9",74960150,75455350,0,"","chr9",74989906,0.000641224421847433
"chr5",108659950,108780950,2,"Zm00001d015697;Zm00001d015698","chr5",108752300,0.000643093762341107
"chr9",138373150,138398950,0,"","chr9",138388197,0.000643408550615604
"chr3",182895850,182902450,1,"Zm00001d042886","chr3",182900067,0.000657159704580847
"chr5",105707650,105787350,0,"","chr5",105771261,0.000662611236010091
"chr1",182738950,182803050,1,"Zm00001d031229","chr1",182802833,0.000663172937662649
"chr1",50865050,50881150,0,"","chr1",50865659,0.000668250828829967
"chr5",168991350,169050150,1,"Zm00001d016595","chr5",168997732,0.000672229792038382
"chr9",20223950,20250750,4,"Zm00001d045382;Zm00001d045383;Zm00001d045384;Zm00001d045385","chr9",20249915,0.000680721183139379
"chr5",35767650,35786850,2,"Zm00001d014191;Zm00001d014192","chr5",35771308,0.000681960121661279
"chr1",292920450,292926250,0,"","chr1",292924752,0.000684129506631065
"chr5",138073450,138122450,2,"Zm00001d015995;Zm00001d015997","chr5",138119121,0.000694675157435503
"chr5",165763950,165785250,1,"Zm00001d016516","chr5",165775418,0.000697811724664782
"chr3",126111350,126127650,0,"","chr3",126127221,0.000698597430781553
"chr2",81700150,81777450,1,"Zm00001d004090","chr2",81701582,0.000701882541203537
"chr2",18153850,18154350,0,"","chr2",18154307,0.000703434000748156
"chr2",189134750,189185350,0,"","chr2",189181860,0.000707171001655989
"chr3",1956650,1960850,2,"Zm00001d039327;Zm00001d039328","chr3",1958648,0.000709950253256112
"chr3",11444250,11447050,1,"Zm00001d039668","chr3",11445712,0.00071223724716726
"chr5",200878650,201047550,2,"Zm00001d017592;Zm00001d017593","chr5",200881781,0.000715798500901403
"chr5",4407750,4421650,1,"Zm00001d013078","chr5",4414730,0.000717382785938801
"chr3",79355350,79384250,0,"","chr3",79377540,0.0007174055906067
"chr3",98495150,98670450,0,"","chr3",98496660,0.000721025648361385
"chr1",50202250,50210350,1,"Zm00001d028902","chr1",50205243,0.000727134439472725
"chr9",122052050,122118650,1,"Zm00001d047209","chr9",122117434,0.000732160622221135
"chr4",1053050,1126650,4,"Zm00001d048603;Zm00001d048604;Zm00001d048605;Zm00001d048606","chr4",1056198,0.00073275139523105
"chr9",30995750,31060050,0,"","chr9",31054368,0.000735130049726356
"chr1",51465350,51475550,1,"Zm00001d028919","chr1",51467151,0.000735625177445349
"chr3",208812150,208827550,1,"Zm00001d043741","chr3",208812746,0.000738376240369804
"chr1",105550550,105584650,1,"Zm00001d030098","chr1",105552636,0.000744509307586241
"chr3",10363150,10368950,2,"Zm00001d039648;Zm00001d039649","chr3",10363268,0.000749673695214208
"chr1",3958650,3965950,1,"Zm00001d027373","chr1",3960520,0.000750572263135448
"chr8",83223750,83261250,0,"","chr8",83224218,0.000751548998043597
"chr1",5485350,5517050,3,"Zm00001d027445;Zm00001d027446;Zm00001d027447","chr1",5516261,0.000761158947986976
"chr4",243703350,243771350,5,"Zm00001d053927;Zm00001d053928;Zm00001d053930;Zm00001d053931;Zm00001d053932","chr4",243768610,0.000761250507484609
"chr9",80615550,80615950,1,"Zm00001d046330","chr9",80615642,0.000767257077982012
"chr5",91312850,91314950,1,"Zm00001d015457","chr5",91313863,0.000768009951666849
"chr7",170906450,170935250,2,"Zm00001d022130;Zm00001d022131","chr7",170932575,0.000769207681920008
"chr7",125988850,126064050,0,"","chr7",125992579,0.000769997989369621
"chr5",201219350,201319650,3,"Zm00001d017597;Zm00001d017598;Zm00001d017601","chr5",201318778,0.000777677956281077
"chr6",39235150,39504450,1,"Zm00001d035656","chr6",39235350,0.000788882084462158
"chr3",134515750,134552950,1,"Zm00001d041711","chr3",134550087,0.000790933413820551
"chr10",99820250,99892250,1,"Zm00001d025016","chr10",99821698,0.000791206882229845
"chr3",188974150,188996750,2,"Zm00001d043090;Zm00001d043091","chr3",188975307,0.000792452151215658
"chr9",120879850,120926350,1,"Zm00001d047170","chr9",120886302,0.000792702384539122
"chr7",181608250,181639350,1,"Zm00001d022626","chr7",181610842,0.000795753026592588
"chr9",142827050,142885150,2,"Zm00001d047835;Zm00001d047837","chr9",142883200,0.000801306624339419
"chr3",3994050,4036250,1,"Zm00001d039429","chr3",4033074,0.000801774091471375
"chr1",223396350,223443050,1,"Zm00001d032350","chr1",223440974,0.00080215107512305
"chr1",291478950,291488550,1,"Zm00001d034383","chr1",291480845,0.000803908536042685
"chr5",92116450,92261150,1,"Zm00001d015474","chr5",92118366,0.000809569181814528
"chr6",90964350,90981850,2,"Zm00001d036514;Zm00001d036515","chr6",90967746,0.000810338100892043
"chr3",135631450,135641850,2,"Zm00001d041741;Zm00001d041742","chr3",135631928,0.000812888118267519
"chr3",161939450,161991750,1,"Zm00001d042337","chr3",161939654,0.000817511087767717
"chr5",110250450,110278550,0,"","chr5",110271612,0.000818453278952201
"chr10",9342050,9363250,2,"Zm00001d023537;Zm00001d023538","chr10",9348555,0.000819925277270589
"chr3",139352550,139373550,2,"Zm00001d041823;Zm00001d041824","chr3",139353966,0.000822018549909279
"chr7",171919650,171960650,0,"","chr7",171920159,0.000823978766684645
"chr5",109263850,109312050,2,"Zm00001d015703;Zm00001d015704","chr5",109303954,0.000826853777739693
"chr4",218342350,218458850,2,"Zm00001d053179;Zm00001d053180","chr4",218425379,0.000828586420297787
"chr9",87226350,87281450,1,"Zm00001d046399","chr9",87279102,0.000828591510139227
"chr3",122369250,122371750,1,"Zm00001d041472","chr3",122371283,0.000831829784833899
"chr9",28458750,28487250,1,"Zm00001d045604","chr9",28481307,0.000834167975155106
"chr3",7736250,7802650,3,"Zm00001d039542;Zm00001d039544;Zm00001d039545","chr3",7736885,0.000839006924952823
"chr1",211803450,211879950,0,"","chr1",211803506,0.000843435197586806
"chr3",192922650,192963050,1,"Zm00001d043243","chr3",192962854,0.000861288140982435
"chr3",85371350,85687050,1,"Zm00001d040968","chr3",85372929,0.000861442679311778
"chr7",135142850,135154850,1,"Zm00001d020871","chr7",135143328,0.000864200004612609
"chr3",217655850,217679350,1,"Zm00001d044044","chr3",217679306,0.000865006447437101
"chr1",172456950,172531050,1,"Zm00001d030995","chr1",172457060,0.000865958536080324
"chr4",234802450,234919950,3,"Zm00001d053569;Zm00001d053571;Zm00001d053572","chr4",234847051,0.0008677579248295
"chr3",77422050,77595050,0,"","chr3",77512524,0.000871510555662029
"chr4",243771350,243897950,7,"Zm00001d053933;Zm00001d053934;Zm00001d053935;Zm00001d053936;Zm00001d053938;Zm00001d053939;Zm00001d053940","chr4",243891068,0.00087631563964323
"chr7",152408850,152433350,0,"","chr7",152428820,0.000877147504249462
"chr1",220096750,220124250,1,"Zm00001d032280","chr1",220121620,0.000879123829842411
"chr3",221400750,221412450,1,"Zm00001d044186","chr3",221406059,0.00088116230628215
"chr4",5128750,5173350,2,"Zm00001d048763;Zm00001d048764","chr4",5146665,0.000886875596460402
"chr1",85237950,85284950,0,"","chr1",85244798,0.000888963130206002
"chr7",105044450,105070050,1,"Zm00001d020306","chr7",105045179,0.000892482825428361
"chr5",188759050,188786750,0,"","chr5",188785885,0.000892950313717863
"chr1",71849950,71978150,0,"","chr1",71975754,0.000895956772238486
"chr2",212372650,212407750,1,"Zm00001d006607","chr2",212389392,0.000897279892268887
"chr9",48123350,48270950,2,"Zm00001d045940;Zm00001d045941","chr9",48270668,0.000900085395779276
"chr9",89565450,89614450,1,"Zm00001d046432","chr9",89613859,0.000911658367404526
"chr2",123503750,124018550,1,"Zm00001d004630","chr2",124004730,0.000923631018994577
"chr3",54769150,54922650,1,"Zm00001d040625","chr3",54919938,0.000929394308186755
"chr5",143269450,143356250,2,"Zm00001d016079;Zm00001d016080","chr5",143350223,0.000934956606205904
"chr3",54922650,54949550,1,"Zm00001d040627","chr3",54946439,0.000937268582353676
"chr3",203807050,203825750,1,"Zm00001d043560","chr3",203822068,0.000943651964735053
"chr3",210063750,210071250,1,"Zm00001d043782","chr3",210070024,0.000943686109719248
"chr1",166938450,167093750,2,"Zm00001d030915;Zm00001d030916","chr1",167091207,0.000950398462560789
"chr1",186054950,186062450,1,"Zm00001d031326","chr1",186060941,0.000953183904960159
"chr4",112322050,112658150,2,"Zm00001d050655;Zm00001d050656","chr4",112600193,0.000953960438689613
"chr3",14421250,14475050,2,"Zm00001d039771;Zm00001d039772","chr3",14470791,0.000954092424845653
"chr10",93765150,93871450,1,"Zm00001d024902","chr10",93871060,0.000954863929481132
"chr3",186919250,186923650,1,"Zm00001d043026","chr3",186921935,0.000956433975926992
"chr7",174692450,174705250,2,"Zm00001d022294;Zm00001d022295","chr7",174697052,0.00096575971603304
"chr5",168843650,168898150,0,"","chr5",168896672,0.000967521869605184
"chr1",247736250,247750150,1,"Zm00001d033028","chr1",247738497,0.000968743511843063
"chr7",58095650,58134650,0,"","chr7",58116676,0.000969882670126513
"chr5",193512150,193544550,2,"Zm00001d017354;Zm00001d017357","chr5",193517126,0.000972329615956203
"chr5",111777450,111899950,1,"Zm00001d015718","chr5",111779066,0.000973349799345552
"chr4",235521650,235609050,1,"Zm00001d053589","chr4",235589439,0.000974372070074992
"chr3",174874350,174939050,1,"Zm00001d042639","chr3",174882385,0.000974864566309822
"chr7",85616050,85627250,1,"Zm00001d020014","chr7",85617761,0.000985145879626719
"chr9",14627250,14713550,2,"Zm00001d045159;Zm00001d045160","chr9",14629053,0.000987497442397494
"chr1",285011150,285017550,0,"","chr1",285012185,0.000992112222733411
"chr1",149003550,149128050,1,"Zm00001d030621","chr1",149039220,0.000992683041499962
"chr5",197597150,197615650,1,"Zm00001d017497","chr5",197609520,0.00100137742848835
"chr9",101912350,101931950,1,"Zm00001d046676","chr9",101916792,0.00100692057531147
"chr9",132382850,132468450,0,"","chr9",132383638,0.00100767852947628
"chr1",72486550,72492750,0,"","chr1",72491044,0.00100776835604777
"chr5",130851250,130950250,1,"Zm00001d015914","chr5",130950230,0.00101709802143705
"chr3",197964350,197989150,0,"","chr3",197973890,0.00101817419365359
"chr1",305008450,305018450,2,"Zm00001d034896;Zm00001d034897","chr1",305015023,0.00101953752022257
"chr3",211318350,211385550,1,"Zm00001d043837","chr3",211321489,0.00102041520942745
"chr1",224784250,224851550,1,"Zm00001d032384","chr1",224850027,0.00102279635422617
"chr1",47639450,47714150,2,"Zm00001d028822;Zm00001d028823","chr1",47639631,0.00102926427251693
"chr3",193197350,193229650,1,"Zm00001d043248","chr3",193226869,0.00103404625250697
"chr3",201678950,201688550,3,"Zm00001d043490;Zm00001d043491;Zm00001d043492","chr3",201688542,0.00103920179986104
"chr2",230461550,230472850,1,"Zm00001d007388","chr2",230469612,0.00104339736495486
"chr1",254396850,254402150,1,"Zm00001d033214","chr1",254400810,0.00104445056155651
"chr7",161897850,161905650,1,"Zm00001d021739","chr7",161898996,0.00104899040317778
"chr4",134838750,134978050,0,"","chr4",134885027,0.00105078217726923
"chr2",33777350,33779150,2,"Zm00001d003148;Zm00001d003149","chr2",33778129,0.00105595971160043
"chr5",168789150,168843650,1,"Zm00001d016591","chr5",168790941,0.00105706269950006
"chr6",168022950,168037050,2,"Zm00001d038973;Zm00001d038974","chr6",168023383,0.00106436150496629
